projectid,project_name,project_description,entity_name,entity_current_nt_allocation,latitude,longitude,bay_segment,project_type,project_status,initiation_year,estimated_completion_year,discontinued_year,completion_year,project_costs,nps_load_reduction,ps_load_reduction,total_load_reduction
86,Sawgrass Lake Pond (Haynesworth Tract),Pond creation; pond size = 22 acres. Year 2000 Update: Project complete.,Pinellas County,Not Listed,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,1998.0,1999.0,0.0,1999.0,,27.39,,27.39
87,Overlay District Projects - Development,Reduction efficiency supplied by Man. Cty.,Manatee County,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,13714.0,,13714.0
88,Overlay District Projects - Agriculture,Reduction efficiency supplied by Man. Cty.,Manatee County,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,171545.0,,171545.0
89,Land Acquisition/Management Project,Need current and future zoned uses and subbasins.,Manatee County,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,0.0,,0.0
89,Land Acquisition/Management Project,Need current and future zoned uses and subbasins.,Manatee County,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,0.0,,0.0
89,Land Acquisition/Management Project,Need current and future zoned uses and subbasins.,Manatee County,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2000.0,0.0,2000.0,,0.0,,0.0
90,Florida Yards And Neighborhoods Program,Reduction efficiency supplied by Man. Cty.,Manatee County,500K-1M,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,2001.0,0.0,0.0,,8456.0,,8456.0
91,Central Sewer Hook-up - Manatee County,"From the period 1995-1997, 312 units have been removed from septic systems.",Manatee County,Not Listed,27.504968,-82.356166,Manatee River,Non-Point Source,Completed,0.0,0.0,0.0,2003.0,,7375.0,,7375.0
92,Tropicana Point Discharge To Deep Well Injection,Tropicana currently discharges approximately 60 lbs. of nitrogen each day into the Manatee River.  Tropicana is investigating the feasibility of removing the discharge from the river and disposing its effluent via deep well injection. Funded by Tropicana.,Manatee County,500K-1M,27.48818,-82.554194,Manatee River,Hybrid,Completed,1998.0,0.0,0.0,2003.0,,22066.0,,22066.0
93,Ordinance Restrictions For Landspreading Of Domestic And Citrus Wastewater Residuals,strict regulations of transporting and landspreading domestic and citrus wastewater residuals for beneficial uses.  Reduction efficiency supplied by Man. Cty.,Manatee County,   5-25 K,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,2006.0,0.0,,12170.0,,12170.0
94,Wood Ibis Park Stormwater Retrofit Project,Stormwater retrofit for 72 acres of residential area in the City of Gulfport in accordance with current regulatory design criteria for new development. Area to be retrofitted was developed prior to 1982 stormwater rule.,SWFWMD, 250-500 K,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1997.0,1998.0,0.0,1998.0,,434.0,,434.0
95,Tampa Bay Estuarine System (Terra Ceia Bay) Land Acquisition,Acquisition of wetland and upland habitat within the Terra Ceia Bay Aquatic Preserve. Year 2000 Update: None - completed since 1995.,SWFWMD,  5M-10M,27.59344,-82.675961,Lower Tampa Bay,Other,Completed,2001.0,2006.0,0.0,0.0,,,,0.0
96,Row Crop Conversion To Micro-Irrigation,"The potential acreage for drip has increased to approximately 20,000 acres.  Of that, an estimated 65% of 13,000 acres is now drip irrigated.  Reduction efficiency supplied by Man. Cty.",Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,2006.0,0.0,,47292.0,,47292.0
97,Citrus Improved Management Of Irrigation And Fertilization,"An estimated 98% of the 24,000 acres of citrus in Manatee County is currently using micro-irrigation  Reduction efficiency supplied by Man. Cty.",Manatee County CES,Not Listed,27.59344,-82.675961,Lower Tampa Bay,Non-Point Source,Completed,0.0,0.0,2006.0,0.0,,16890.0,,16890.0
98,Jungle Lake Restoration,"Jungle Lake was drained and the littoral shelf planted with vegetation, providing increased stormwater treatment for 390 acres of residential lands.  The restoration also provided additional lakeshore habitat. Treatment area= needed",City of St. Petersburg,Not Listed,27.8685707247,-82.7657607925,Boca Ciega Bay,Non-Point Source,Completed,0.0,1994.0,0.0,1994.0,,3139.0,,3139.0
99,Clam Bayou Borrow Pit Retrofit,"The City has retrofitted an existing borrow pit,using biological treatment methods (wetlands). The 20 acre borrow pit receives approximately 90 acres of residential runoff, and discharges into Boca Ciega Bay.",City of St. Petersburg,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,1999.0,0.0,1999.0,,883.0,,883.0
100,102nd Avenue Pond Enhancement,The project included extensive littoral shelf plantings and the installation of an oil and grease skimmer.   Treatment area=needed.,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1995.0,1995.0,0.0,1995.0,,869.0,,869.0
101,94th Ave. Pond Enhancement,The project included extensive littoral shelf plantings and the installation of an oil and grease skimmer. Treatment area=needed,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1995.0,1995.0,0.0,1995.0,,815.0,,815.0
102,Bath Club Concourse Stormwater Retrofit Demonstration Project,"Stormwater demonstration project using pervious concrete pavement to reduce direct surface discharge to the bay.  Year 2000 Update: Delete this from Pinellas County, it belongs to City of North Redington Beach",SWFWMD,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,1994.0,,27.0,,27.0
103,South Pasadena Stormwater Demonstration Project,"An in-line sediment sump with an oil and grease skimmer was constructed to capture sediment from a 45 acre basin. Spartina was planted in the intertidal zone. Year 2000 Update: Delete from Pinellas County projects, it belongs to City of South Pasadena",SWFWMD,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,1994.0,,0.0,,0.0
103,South Pasadena Stormwater Demonstration Project,"An in-line sediment sump with an oil and grease skimmer was constructed to capture sediment from a 45 acre basin. Spartina was planted in the intertidal zone. Year 2000 Update: Delete from Pinellas County projects, it belongs to City of South Pasadena",SWFWMD,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,0.0,1994.0,,489.0,,489.0
104,Pinellas County EMS Stormwater Pond Enhancement,The existing stormwater pond for the Pinellas County EMS facility was reconfigured and littoral shelf planted to provide improved water quality performance. Year 2000 Update: Completed. Treatment area=needed,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1994.0,1994.0,0.0,1994.0,,165.0,,165.0
105,Largo Regional Stormwater Treatment Facility,Regional stormwater treatment facility providing treatment for approximately 1200 acres within the City of Largo.,SWFWMD,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1997.0,2002.0,0.0,2002.0,,12261.0,,12261.0
106,Downtown Largo Regional Stormwater Treatment Facility,Regional stormwater treatment facility providing treatment for approximately 180 acres of downtown district of City of Largo.,SWFWMD,   1M-3M,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1997.0,1998.0,0.0,1998.0,,1993.0,,1993.0
107,"Lake Seminole ""Dogleg"" Refurbishing",Reconfigure existing stormwater pond receiving runoff from a 68 acres drainage area in the Lake Seminole basin. Year 2000 Update; completed. Treatment area=needed.,Pinellas County, 100-250 K,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1997.0,2001.0,0.0,2001.0,,0.0,,0.0
107,"Lake Seminole ""Dogleg"" Refurbishing",Reconfigure existing stormwater pond receiving runoff from a 68 acres drainage area in the Lake Seminole basin. Year 2000 Update; completed. Treatment area=needed.,Pinellas County, 100-250 K,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1997.0,2001.0,0.0,2001.0,,674.0,,674.0
108,St. Pete Junior College Wetland Restoration,"Wetland restoration & pond creation on new St. Petersburg Junior College site, to treat offsite runoff. Year 2000 Update: change acres treated to 120 acres. Treatment area=needed.",Pinellas County,   5-25 K,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,2000.0,2001.0,0.0,2001.0,,0.0,,0.0
108,St. Pete Junior College Wetland Restoration,"Wetland restoration & pond creation on new St. Petersburg Junior College site, to treat offsite runoff. Year 2000 Update: change acres treated to 120 acres. Treatment area=needed.",Pinellas County,   5-25 K,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,2000.0,2001.0,0.0,2001.0,,0.0,,0.0
109,Joe's Creek Pond Creation,Pond Creation (Joeâ€™s Creek Det Area #2); pond area 14.5 acres. Year 2000 Update: no change in plans.PROJECT ON HOLD.  MAY NOT EVER DO (per Eric 12/02),Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,2006.0,0.0,,0.0,,0.0
109,Joe's Creek Pond Creation,Pond Creation (Joeâ€™s Creek Det Area #2); pond area 14.5 acres. Year 2000 Update: no change in plans.PROJECT ON HOLD.  MAY NOT EVER DO (per Eric 12/02),Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,0.0,0.0,2006.0,0.0,,17.43,,17.43
110,Lake Seminole Alum Injection/Pond Creation (Basin 2),Pond creation/alum injection. Year 2000 Update: no change in plans.,Pinellas County,   3M-5M,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,2004.0,2005.0,0.0,0.0,,0.0,,0.0
112,South Cross Bayou Reuse,Wastewater reuse will be expanded to reduce contribution to Tampa Bay by implementing a program to provide reclaimed water in areas where alternative sources to potable water are not available.,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Point Source,Completed,1998.0,2008.0,2006.0,0.0,,,43.875,43.875
113,Augmentation Of Reuse To Meet The Nitrogen Reduction Goals,The augmentation of the system with alternate sources of water was recommended to allow the system to be expanded with additional connections to the system. Discontinued 2003.,Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,2007.0,0.0,2003.0,0.0,,,,0.0
115,Allens Creek Rehabilitation at Lake View and Hercules (Red Maple Swamp),Habitat floodplain restoration and stormwater treatment.  Year 2000 Update: Project construction completed in July of 1999. Maintenance and monitoring of wetland plantings to continue through 2002. Treatment area=needed.,City of Clearwater,   1M-3M,27.9599340106,-82.7174759876,Old Tampa Bay,Non-Point Source,Completed,1998.0,1999.0,0.0,1999.0,,0.0,,0.0
116,Development and implementation of a City-wide plan for expansion of reclaimed water service,Clearwater is currently developing a city-wide plan for its reclaimed water system which will ultimately redirect 16.1 mgd of effluent currently entering Tampa Bay.,City of Clearwater,Not Listed,28.012172,-82.609611,Old Tampa Bay,Point Source,Completed,2001.0,2005.0,0.0,0.0,,,19.159,19.159
118,Monthly surface water quality monitoring,No nitrogen reductions - text only.EPCHC continues to implement its monthly water quality monitoring program in Tampa Bay and its tributaries.,EPCHC, 250-500 K,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
120,Active member of NMC,"No nitrogen reductions - text only.No revisions, EPCHCâ€™s commitment to the Consortium is ongoing.",EPCHC,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
121,Mulberry Phosphate Investigative Task Force Member,No nitrogen reductions - text only.,EPCHC,Not Listed,27.8671474492,-82.3578028485,,Other,Completed,0.0,0.0,0.0,0.0,,,,0.0
122,Lowry Park Zoo Stormwater Rehabilitation,Construction of a 2 acre wet detention system to provide limited treatment of runoff from a 100 acre basin. Project provides educational opportunities through the integration with 300 exhibits.,SWFWMD, 250-500 K,28.013639,-82.467792,Hillsborough Bay,Hybrid,Completed,1997.0,2002.0,0.0,2002.0,,0.0,,0.0
122,Lowry Park Zoo Stormwater Rehabilitation,Construction of a 2 acre wet detention system to provide limited treatment of runoff from a 100 acre basin. Project provides educational opportunities through the integration with 300 exhibits.,SWFWMD, 250-500 K,28.013639,-82.467792,Hillsborough Bay,Hybrid,Completed,1997.0,2002.0,0.0,2002.0,,1026.0,,1026.0
123,McKay Bay (Eastshore Commerce Park) (Melbourne Pond) Drainage Basin Rehabilitation,The project treats stormwater from approximately 1000 acres of the watershed that discharges into McKay Bay and ultimately Tampa Bay.,Tampa Bay Water/SWFWMD,   1M-3M,27.962889,-82.347508,Hillsborough Bay,Hybrid,Completed,0.0,0.0,0.0,2006.0,,880.0,,880.0
124,City of Madeira Beach Public Works Complex Stormwater Retrofit Project,Install two CDS technologies stormwater treatment devices at the City's public works complex to reduce suspended solids and oils and grease loadings to Boca Ciega Bay.,SWFWMD,   1M-3M,27.826351,-82.752508,Boca Ciega Bay,Non-Point Source,Completed,1999.0,2000.0,0.0,2000.0,,0.0,,0.0
125,Cockroach Bay Restoration Project,"This project involves many aspects of restoration including stormwater treatment, exotic plant control, reclaiming 80 acres of shell pits into jurisdictional wetlands, and restoring natural upland habitats. Treatment area=needed.",SWFWMD,  5M-10M,27.662673,-82.215645,Middle Tampa Bay,Non-Point Source,Completed,1991.0,2004.0,0.0,1996.0,,0.0,,0.0
126,Lake Maggiore Dredging Project,"Dredge, dewater and dispose of approximately 1.53 million cubic yards of nutrient rich lake bottom sediments.  Year 2000 Update; Commence with dredging in Jan. 2001 and complete 3 years thereafter.",City of St. Petersburg,   >10M,27.662673,-82.215645,Middle Tampa Bay,Hybrid,Completed,2000.0,2007.0,0.0,2006.0,,6010.0,,6010.0
127,Clearwater/Oldsmar Reclaimed Water Interconnect,The cities of Clearwater and Oldsmar will provide a combined total of 3.8 million gallons per day of reclaimed water produced at city water reclamation facilities.,Pinellas County,  5M-10M,28.012172,-82.609611,Old Tampa Bay,Point Source,Completed,2000.0,2006.0,0.0,0.0,,,4.522,4.522
128,"Pinellas Park Reclaimed Water System, Phase IV",This project represents a further phase of construction of reclaimed water infrastructure within the City of Pinellas Park as the city implements its reclaimed water program.,City of Pinellas Park,500K-1M,27.826351,-82.752508,Boca Ciega Bay,Hybrid,Completed,0.0,2004.0,0.0,0.0,,,,0.0
129,South Gulf Beaches Reclaimed Water System,"Project will construct a reclaimed water transmission and distribution systems to provide service to Treasure Island, Madeira Beach, Redington Beach, North Redington Beach and Redington Shores.",Pinellas County,Not Listed,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,2000.0,0.0,0.0,2003.0,,,,0.0
130,North Gulf Beaches Reclaimed Water System,"Design and construction of reclaimed water transmission and distribution systems to provide service to Indian Shores, Indian Rocks Beach, Belleair Beach and Belleair Shores.",Pinellas County,   >10M,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,2000.0,2005.0,0.0,0.0,,,,0.0
131,Old Oakhurst Road Reclaimed Water Distribution System,Design and construction of a reclaimed water distribution system to provide residential service to the area between 78th Avenue North and Exeter Street and 113th Street and the Intercoastal Waterway.,Pinellas County,   >10M,27.826351,-82.752508,Boca Ciega Bay,Other,Completed,2000.0,2003.0,0.0,2003.0,,,,0.0
